committee;chamber;congress;year_start;year_end;full_name;first_name;last_name;party;state;role;;
Armed Services;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;IA;Member;;
Armed Services;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;KS;Member;;
Armed Services;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;KY;Member;;
Armed Services;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;LA;Member;;
Armed Services;Senate;117;2021;2022;Kenneth White;Kenneth;White;Republican;ME;Member;;
Armed Services;Senate;117;2021;2022;George Harris;George;Harris;Democrat;MD;Member;;
Armed Services;Senate;117;2021;2022;Edward Clark;Edward;Clark;Republican;MA;Member;;
Armed Services;Senate;117;2021;2022;Brian Lewis;Brian;Lewis;Democrat;MI;Member;;
Armed Services;Senate;117;2021;2022;Ronald Robinson;Ronald;Robinson;Republican;MN;Member;;
Armed Services;Senate;117;2021;2022;Timothy Walker;Timothy;Walker;Democrat;MS;Member;;
Armed Services;Senate;118;2023;2024;Jack Reed;Jack;Reed;Democrat;AK;Chair;;
Armed Services;Senate;118;2023;2024;Roger Wicker;Roger;Wicker;Republican;VT;Ranking Member;;
Armed Services;Senate;118;2023;2024;John Smith;John;Smith;Democrat;WY;Member;;
Armed Services;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;AL;Member;;
Armed Services;Senate;118;2023;2024;David Williams;David;Williams;Democrat;AK;Member;;
Armed Services;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;AZ;Member;;
Armed Services;Senate;118;2023;2024;James Jones;James;Jones;Democrat;AR;Member;;
Armed Services;Senate;118;2023;2024;William Miller;William;Miller;Republican;CA;Member;;
Armed Services;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;CO;Member;;
Armed Services;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;CT;Member;;
Armed Services;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;DE;Member;;
Armed Services;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;FL;Member;;
Armed Services;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;GA;Member;;
Armed Services;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;HI;Member;;
Armed Services;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;ID;Member;;
Armed Services;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;IL;Member;;
Armed Services;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;IN;Member;;
Armed Services;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;IA;Member;;
Armed Services;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;KS;Member;;
Armed Services;Senate;118;2023;2024;Paul Lee;Paul;Lee;Republican;KY;Member;;
Armed Services;Senate;118;2023;2024;Andrew Thompson;Andrew;Thompson;Democrat;LA;Member;;
Armed Services;Senate;118;2023;2024;Kenneth White;Kenneth;White;Republican;ME;Member;;
Armed Services;Senate;118;2023;2024;George Harris;George;Harris;Democrat;MD;Member;;
Armed Services;Senate;118;2023;2024;Edward Clark;Edward;Clark;Republican;MA;Member;;
Armed Services;Senate;118;2023;2024;Brian Lewis;Brian;Lewis;Democrat;MI;Member;;
Armed Services;Senate;118;2023;2024;Ronald Robinson;Ronald;Robinson;Republican;MN;Member;;
Armed Services;Senate;118;2023;2024;Timothy Walker;Timothy;Walker;Democrat;MS;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Mike Crapo;Mike;Crapo;Republican;KY;Chair;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Sherrod Brown;Sherrod;Brown;Democrat;OR;Ranking Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;John Smith;John;Smith;Republican;NY;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;NC;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;David Williams;David;Williams;Republican;ND;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;OH;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;James Jones;James;Jones;Republican;OK;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;William Miller;William;Miller;Democrat;OR;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;PA;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;RI;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;SC;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;SD;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;TN;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;TX;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;UT;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;VT;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;VA;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;WA;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;WV;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Paul Lee;Paul;Lee;Democrat;WI;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Andrew Thompson;Andrew;Thompson;Republican;WY;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Kenneth White;Kenneth;White;Democrat;AL;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;George Harris;George;Harris;Republican;AK;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Edward Clark;Edward;Clark;Democrat;AZ;Member;;
Banking Housing and Urban Affairs;Senate;115;2017;2018;Brian Lewis;Brian;Lewis;Republican;AR;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Mike Crapo;Mike;Crapo;Republican;KY;Chair;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Sherrod Brown;Sherrod;Brown;Democrat;OR;Ranking Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;John Smith;John;Smith;Republican;NY;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;NC;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;David Williams;David;Williams;Republican;ND;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;OH;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;James Jones;James;Jones;Republican;OK;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;William Miller;William;Miller;Democrat;OR;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;PA;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;RI;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;SC;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;SD;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;TN;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;TX;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;UT;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;VT;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;VA;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;WA;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;WV;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Paul Lee;Paul;Lee;Democrat;WI;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Andrew Thompson;Andrew;Thompson;Republican;WY;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Kenneth White;Kenneth;White;Democrat;AL;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;George Harris;George;Harris;Republican;AK;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Edward Clark;Edward;Clark;Democrat;AZ;Member;;
Banking Housing and Urban Affairs;Senate;116;2019;2020;Brian Lewis;Brian;Lewis;Republican;AR;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Sherrod Brown;Sherrod;Brown;Democrat;OR;Chair;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Pat Toomey;Pat;Toomey;Republican;TX;Ranking Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;John Smith;John;Smith;Democrat;NY;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;NC;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;David Williams;David;Williams;Democrat;ND;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;OH;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;James Jones;James;Jones;Democrat;OK;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;William Miller;William;Miller;Republican;OR;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;PA;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;RI;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;SC;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;SD;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;TN;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;TX;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;UT;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;VT;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;VA;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;WA;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;WV;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;WI;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;WY;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Kenneth White;Kenneth;White;Republican;AL;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;George Harris;George;Harris;Democrat;AK;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Edward Clark;Edward;Clark;Republican;AZ;Member;;
Banking Housing and Urban Affairs;Senate;117;2021;2022;Brian Lewis;Brian;Lewis;Democrat;AR;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Sherrod Brown;Sherrod;Brown;Democrat;OR;Chair;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Tim Scott;Tim;Scott;Republican;AR;Ranking Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;John Smith;John;Smith;Democrat;NY;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Michael Johnson;Michael;Johnson;Republican;NC;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;David Williams;David;Williams;Democrat;ND;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Robert Brown;Robert;Brown;Republican;OH;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;James Jones;James;Jones;Democrat;OK;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;William Miller;William;Miller;Republican;OR;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Richard Davis;Richard;Davis;Democrat;PA;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Joseph Garcia;Joseph;Garcia;Republican;RI;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Thomas Rodriguez;Thomas;Rodriguez;Democrat;SC;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Charles Wilson;Charles;Wilson;Republican;SD;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Christopher Martinez;Christopher;Martinez;Democrat;TN;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Daniel Anderson;Daniel;Anderson;Republican;TX;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Matthew Taylor;Matthew;Taylor;Democrat;UT;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Anthony Thomas;Anthony;Thomas;Republican;VT;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Mark Moore;Mark;Moore;Democrat;VA;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Donald Jackson;Donald;Jackson;Republican;WA;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Steven Martin;Steven;Martin;Democrat;WV;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Paul Lee;Paul;Lee;Republican;WI;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Andrew Thompson;Andrew;Thompson;Democrat;WY;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Kenneth White;Kenneth;White;Republican;AL;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;George Harris;George;Harris;Democrat;AK;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Edward Clark;Edward;Clark;Republican;AZ;Member;;
Banking Housing and Urban Affairs;Senate;118;2023;2024;Brian Lewis;Brian;Lewis;Democrat;AR;Member;;
Budget;Senate;115;2017;2018;Mike Enzi;Mike;Enzi;Republican;WA;Chair;;
Budget;Senate;115;2017;2018;Bernie Sanders;Bernie;Sanders;Independent;LA;Ranking Member;;
Budget;Senate;115;2017;2018;John Smith;John;Smith;Republican;NJ;Member;;
Budget;Senate;115;2017;2018;Michael Johnson;Michael;Johnson;Democrat;NM;Member;;
Budget;Senate;115;2017;2018;David Williams;David;Williams;Republican;NY;Member;;
Budget;Senate;115;2017;2018;Robert Brown;Robert;Brown;Democrat;NC;Member;;
Budget;Senate;115;2017;2018;James Jones;James;Jones;Republican;ND;Member;;
Budget;Senate;115;2017;2018;William Miller;William;Miller;Democrat;OH;Member;;
Budget;Senate;115;2017;2018;Richard Davis;Richard;Davis;Republican;OK;Member;;
Budget;Senate;115;2017;2018;Joseph Garcia;Joseph;Garcia;Democrat;OR;Member;;
Budget;Senate;115;2017;2018;Thomas Rodriguez;Thomas;Rodriguez;Republican;PA;Member;;
Budget;Senate;115;2017;2018;Charles Wilson;Charles;Wilson;Democrat;RI;Member;;
Budget;Senate;115;2017;2018;Christopher Martinez;Christopher;Martinez;Republican;SC;Member;;
Budget;Senate;115;2017;2018;Daniel Anderson;Daniel;Anderson;Democrat;SD;Member;;
Budget;Senate;115;2017;2018;Matthew Taylor;Matthew;Taylor;Republican;TN;Member;;
Budget;Senate;115;2017;2018;Anthony Thomas;Anthony;Thomas;Democrat;TX;Member;;
Budget;Senate;115;2017;2018;Mark Moore;Mark;Moore;Republican;UT;Member;;
Budget;Senate;115;2017;2018;Donald Jackson;Donald;Jackson;Democrat;VT;Member;;
Budget;Senate;115;2017;2018;Steven Martin;Steven;Martin;Republican;VA;Member;;
Budget;Senate;115;2017;2018;Paul Lee;Paul;Lee;Democrat;WA;Member;;
Budget;Senate;115;2017;2018;Andrew Thompson;Andrew;Thompson;Republican;WV;Member;;
Budget;Senate;115;2017;2018;Kenneth White;Kenneth;White;Democrat;WI;Member;;
Budget;Senate;115;2017;2018;George Harris;George;Harris;Republican;WY;Member;;
Budget;Senate;116;2019;2020;Mike Enzi;Mike;Enzi;Republican;WA;Chair;;
Budget;Senate;116;2019;2020;Bernie Sanders;Bernie;Sanders;Independent;LA;Ranking Member;;
Budget;Senate;116;2019;2020;John Smith;John;Smith;Republican;NJ;Member;;
Budget;Senate;116;2019;2020;Michael Johnson;Michael;Johnson;Democrat;NM;Member;;
Budget;Senate;116;2019;2020;David Williams;David;Williams;Republican;NY;Member;;
Budget;Senate;116;2019;2020;Robert Brown;Robert;Brown;Democrat;NC;Member;;
Budget;Senate;116;2019;2020;James Jones;James;Jones;Republican;ND;Member;;
Budget;Senate;116;2019;2020;William Miller;William;Miller;Democrat;OH;Member;;
Budget;Senate;116;2019;2020;Richard Davis;Richard;Davis;Republican;OK;Member;;
Budget;Senate;116;2019;2020;Joseph Garcia;Joseph;Garcia;Democrat;OR;Member;;
Budget;Senate;116;2019;2020;Thomas Rodriguez;Thomas;Rodriguez;Republican;PA;Member;;
Budget;Senate;116;2019;2020;Charles Wilson;Charles;Wilson;Democrat;RI;Member;;
Budget;Senate;116;2019;2020;Christopher Martinez;Christopher;Martinez;Republican;SC;Member;;
Budget;Senate;116;2019;2020;Daniel Anderson;Daniel;Anderson;Democrat;SD;Member;;
Budget;Senate;116;2019;2020;Matthew Taylor;Matthew;Taylor;Republican;TN;Member;;
Budget;Senate;116;2019;2020;Anthony Thomas;Anthony;Thomas;Democrat;TX;Member;;
Budget;Senate;116;2019;2020;Mark Moore;Mark;Moore;Republican;UT;Member;;
Budget;Senate;116;2019;2020;Donald Jackson;Donald;Jackson;Democrat;VT;Member;;
Budget;Senate;116;2019;2020;Steven Martin;Steven;Martin;Republican;VA;Member;;
Budget;Senate;116;2019;2020;Paul Lee;Paul;Lee;Democrat;WA;Member;;
Budget;Senate;116;2019;2020;Andrew Thompson;Andrew;Thompson;Republican;WV;Member;;
Budget;Senate;116;2019;2020;Kenneth White;Kenneth;White;Democrat;WI;Member;;
Budget;Senate;116;2019;2020;George Harris;George;Harris;Republican;WY;Member;;
Budget;Senate;117;2021;2022;Bernie Sanders;Bernie;Sanders;Independent;LA;Chair;;
Budget;Senate;117;2021;2022;Lindsey Graham;Lindsey;Graham;Republican;LA;Ranking Member;;
Budget;Senate;117;2021;2022;John Smith;John;Smith;Democrat;NJ;Member;;
Budget;Senate;117;2021;2022;Michael Johnson;Michael;Johnson;Republican;NM;Member;;
Budget;Senate;117;2021;2022;David Williams;David;Williams;Democrat;NY;Member;;
Budget;Senate;117;2021;2022;Robert Brown;Robert;Brown;Republican;NC;Member;;
Budget;Senate;117;2021;2022;James Jones;James;Jones;Democrat;ND;Member;;
Budget;Senate;117;2021;2022;William Miller;William;Miller;Republican;OH;Member;;
Budget;Senate;117;2021;2022;Richard Davis;Richard;Davis;Democrat;OK;Member;;
Budget;Senate;117;2021;2022;Joseph Garcia;Joseph;Garcia;Republican;OR;Member;;
Budget;Senate;117;2021;2022;Thomas Rodriguez;Thomas;Rodriguez;Democrat;PA;Member;;
Budget;Senate;117;2021;2022;Charles Wilson;Charles;Wilson;Republican;RI;Member;;
Budget;Senate;117;2021;2022;Christopher Martinez;Christopher;Martinez;Democrat;SC;Member;;
Budget;Senate;117;2021;2022;Daniel Anderson;Daniel;Anderson;Republican;SD;Member;;
Budget;Senate;117;2021;2022;Matthew Taylor;Matthew;Taylor;Democrat;TN;Member;;
Budget;Senate;117;2021;2022;Anthony Thomas;Anthony;Thomas;Republican;TX;Member;;
Budget;Senate;117;2021;2022;Mark Moore;Mark;Moore;Democrat;UT;Member;;
Budget;Senate;117;2021;2022;Donald Jackson;Donald;Jackson;Republican;VT;Member;;
Budget;Senate;117;2021;2022;Steven Martin;Steven;Martin;Democrat;VA;Member;;
Budget;Senate;117;2021;2022;Paul Lee;Paul;Lee;Republican;WA;Member;;
Budget;Senate;117;2021;2022;Andrew Thompson;Andrew;Thompson;Democrat;WV;Member;;
Budget;Senate;117;2021;2022;Kenneth White;Kenneth;White;Republican;WI;Member;;
